,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,46.5,46.5,46.5,46.5,46.5,46.5
Public,53.5,53.5,53.5,53.5,53.49,53.51
No. of Shareholders,3353.0,3330.0,3263.0,3489.0,3525.0,3603.0
