,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,46.05,53.07,60.29,54.08,62.4,60.86,68.93,57.81,71.76,59.05,64.74,40.76,56.73
Expenses,40.37,47.22,57.38,51.41,59.83,57.96,58.45,55.21,65.09,53.29,61.52,35.74,50.83
Operating Profit,5.68,5.85,2.91,2.67,2.57,2.9,10.48,2.6,6.67,5.76,3.22,5.02,5.9
OPM %,12.33,11.02,4.83,4.94,4.12,4.77,15.2,4.5,9.29,9.75,4.97,12.32,10.4
Other Income,0.31,0.25,1.02,0.21,0.32,0.15,1.37,5.37,0.38,0.26,4.33,0.19,0.56
Interest,1.17,1.25,1.49,1.23,1.17,1.27,1.61,0.9,0.74,0.89,0.79,0.79,0.73
Depreciation,1.13,1.11,1.07,1.13,1.09,0.98,0.87,0.92,0.99,0.97,1.74,1.73,1.65
Profit before tax,3.69,3.74,1.37,0.52,0.63,0.8,9.37,6.15,5.32,4.16,5.02,2.69,4.08
Tax %,-0.0,-0.0,2.19,-0.0,-0.0,2.5,1.17,0.98,-0.56,1.68,104.78,17.47,37.01
Net Profit,3.69,3.74,1.35,0.51,0.63,0.77,9.27,6.08,5.36,4.09,-0.24,2.22,2.57
EPS in Rs,0.65,0.66,0.21,0.08,0.1,0.12,1.42,0.93,0.82,0.63,-0.04,0.34,0.39
