,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,112.0,33,0,,,578.0
Inventory Days,,,,,,0.0
Days Payable,,,,,,
Cash Conversion Cycle,112.0,33,0,,,578.0
Working Capital Days,-168.0,13455,146912,,,1322.0
ROCE %,,-7,0,0,2,
