,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Reserves,1.77,1.83,2.04,1.82,1.84,2.76,3.79,2.97,1.43,4.78,15.48,11.48,16.83
Borrowings,0.62,0.68,0.06,0.16,0.05,0.38,0.23,3.16,2.02,1.76,0.03,0.31,0.5
Other Liabilities,6.28,5.96,6.2,0.77,0.45,1.74,0.5,0.31,0.52,0.54,1.3,0.08,0.28
Total Liabilities,15.17,14.97,14.8,9.25,8.84,11.38,11.02,12.94,10.47,13.58,23.31,18.37,24.11
Fixed Assets,0.52,0.45,0.38,0.31,0.25,0.09,0.09,0.08,0.08,0.08,0.1,0.44,0.45
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,11.86,11.92,12.15,5.09,5.47,5.5,6.76,9.34,5.09,9.73,20.41,16.58,22.02
Other Assets,2.79,2.6,2.27,3.85,3.12,5.79,4.17,3.52,5.3,3.77,2.8,1.35,1.64
Total Assets,15.17,14.97,14.8,9.25,8.84,11.38,11.02,12.94,10.47,13.58,23.31,18.37,24.11
