,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,111236.0,117860.0,149575.0,139949.0,167611.0,185027.0,207375.0,218855.0,229409.0,217164.0,212834.0,207559.0,231886.0
Expenses,92291.0,96294.0,126224.0,116618.0,141591.0,155321.0,176009.0,181157.0,198438.0,181917.0,174478.0,169466.0,190918.0
Operating Profit,18945.0,21566.0,23351.0,23331.0,26020.0,29706.0,31366.0,37698.0,30971.0,35247.0,38356.0,38093.0,40968.0
OPM %,17.0,18.0,16.0,17.0,16.0,16.0,15.0,17.0,14.0,16.0,18.0,18.0,18.0
Other Income,4354.0,4407.0,4048.0,4219.0,4263.0,7016.0,2602.0,2275.0,3656.0,3213.0,2996.0,3889.0,3899.0
Interest,6084.0,4326.0,4044.0,3397.0,3819.0,3812.0,3556.0,3997.0,4554.0,5201.0,5819.0,5837.0,5731.0
Depreciation,6626.0,6665.0,6973.0,6883.0,7230.0,7683.0,8001.0,8942.0,9726.0,10187.0,11452.0,11775.0,12585.0
Profit before tax,10589.0,14982.0,16382.0,17270.0,19234.0,25227.0,22411.0,27034.0,20347.0,23072.0,24081.0,24370.0,26551.0
Tax %,-0.0,1.0,8.0,20.0,20.0,19.0,20.0,28.0,24.0,23.0,11.0,25.0,25.0
Net Profit,10602.0,14894.0,14995.0,13806.0,15479.0,20539.0,18021.0,19443.0,15512.0,17806.0,21327.0,18258.0,19878.0
EPS in Rs,15.09,20.67,20.86,19.36,21.58,27.42,23.95,26.54,20.19,23.34,28.53,23.67,25.71
