,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,61.64,62.17,65.32,67.06,71.69,71.85,71.85
DIIs,3.96,3.96,3.69,3.07,0.78,0.75,0.75
Public,34.41,33.87,31.0,29.87,27.53,27.39,27.38
No. of Shareholders,10086.0,9502.0,9087.0,8352.0,7419.0,6872.0,6966.0
