,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,17.63,17.2,18.32,8.64,18.4,17.03,9.92,10.72,19.41,12.38,10.68,8.11,14.45
Expenses,16.55,19.08,26.92,11.09,19.77,19.88,15.3,14.11,17.75,17.09,15.76,13.55,13.83
Operating Profit,1.08,-1.88,-8.6,-2.45,-1.37,-2.85,-5.38,-3.39,1.66,-4.71,-5.08,-5.44,0.62
OPM %,6.13,-10.93,-46.94,-28.36,-7.45,-16.74,-54.23,-31.62,8.55,-38.05,-47.57,-67.08,4.29
Other Income,0.12,0.09,0.15,0.09,1.48,0.1,0.54,0.16,0.13,0.12,0.33,0.1,0.09
Interest,0.37,0.34,0.45,0.52,0.62,0.63,0.58,0.6,0.71,0.87,0.8,0.63,0.58
Depreciation,0.1,0.07,0.1,0.15,0.23,0.2,0.2,0.2,0.2,0.2,0.19,0.18,0.18
Profit before tax,0.73,-2.2,-9.0,-3.03,-0.74,-3.58,-5.62,-4.03,0.88,-5.66,-5.74,-6.15,-0.05
Tax %,10.96,-4.09,-0.67,-1.98,-59.46,0.28,87.37,-0.25,137.5,-0.35,-8.36,-0.33,-2580.0
Net Profit,0.64,-2.29,-9.06,-3.09,-1.18,-3.57,-0.71,-4.04,-0.32,-5.67,-6.22,-6.18,-1.34
EPS in Rs,0.64,-2.29,-9.06,-3.09,-1.18,-3.57,-0.71,-4.04,-0.32,-5.67,-5.54,-4.27,0.26
