,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,12,27,17,17,32,-79,-65,-44,79,-3,5,2
Cash from Investing Activity,-6,-48,-22,-5,-50,-7,-150,138,20,9,4,-3
Cash from Financing Activity,-10,28,-9,-8,14,92,201,-93,-98,-7,-9,1
Net Cash Flow,-3,7,-15,5,-3,5,-14,1,0,-1,1,0
