,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,66.09,66.09,66.09,66.09,70.1,70.1,70.1,70.1,70.1,73.78,69.43,69.43
Public,33.91,33.91,33.91,33.91,29.9,29.9,29.9,29.9,29.91,26.22,30.56,30.57
No. of Shareholders,409.0,426.0,431.0,469.0,663.0,718.0,734.0,812.0,789.0,951.0,1648.0,1714.0
