,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,24,24,24,24,24,24,24,24,24,24,24,24,24
Reserves,1311,1302,1300,1073,689,590,376,-93,85,63,52,507,396
Borrowings,1371,2104,2146,2311,2122,2014,2089,2270,707,677,690,639,8
Other Liabilities,1074,971,899,933,786,830,913,888,297,300,362,418,36
Total Liabilities,3779,4400,4368,4340,3620,3457,3402,3087,1112,1064,1127,1588,464
Fixed Assets,1582,1493,2126,1926,2432,2403,2180,2005,534,494,465,1045,14
CWIP,55,846,262,218,161,149,170,79,0,0,1,1,0
Investments,0,0,0,0,1,0,1,0,0,0,0,2,296
Other Assets,2141,2061,1979,2196,1026,904,1051,1003,577,570,661,539,154
Total Assets,3779,4400,4368,4340,3620,3457,3402,3087,1112,1064,1127,1588,464
