,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,14.65,12.0,11.97,14.84,16.44,18.08,20.87,15.53,8.62,5.05,5.39,11.95,14.09
Expenses,13.5,8.79,9.03,14.39,14.5,15.89,17.64,11.99,11.34,7.93,7.23,9.13,9.36
Operating Profit,1.15,3.21,2.94,0.45,1.94,2.19,3.23,3.54,-2.72,-2.88,-1.84,2.82,4.73
OPM %,7.85,26.75,24.56,3.03,11.8,12.11,15.48,22.79,-31.55,-57.03,-34.14,23.6,33.57
Other Income,0.0,0.11,0.0,1.39,-0.03,0.22,0.26,0.02,0.14,-0.95,-0.07,0.1,0.12
Interest,0.0,1.19,1.48,0.65,0.89,1.05,1.2,1.38,1.41,1.34,1.24,1.46,1.38
Depreciation,0.0,1.52,1.06,0.82,0.6,0.57,1.03,1.8,2.15,1.59,1.07,0.71,0.95
Profit before tax,1.15,0.61,0.4,0.37,0.42,0.79,1.26,0.38,-6.14,-6.76,-4.22,0.75,2.52
Tax %,32.17,36.07,50.0,100.0,-45.24,-30.38,-0.79,-15.79,3.91,2.51,2.13,21.33,
Net Profit,0.78,0.39,0.21,0.0,0.61,1.03,1.27,0.44,-5.9,-6.59,-4.13,0.6,1.91
EPS in Rs,3.9,1.95,1.05,0.0,3.05,5.15,1.86,0.64,-8.63,-9.64,-6.04,0.88,2.79
