,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,34.0,41,34,35,39
Inventory Days,24.0,37,,46,34
Days Payable,22.0,24,,19,17
Cash Conversion Cycle,36.0,54,34,62,55
Working Capital Days,49.0,45,47,45,44
ROCE %,,29,32,32,29
