,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,341.0,385.0,476.0,617.0,709.0,674
Expenses,302.0,347.0,418.0,539.0,626.0,587
Operating Profit,39.0,38.0,59.0,77.0,83.0,87
OPM %,11.0,10.0,12.0,13.0,12.0,13
Other Income,5.0,4.0,2.0,3.0,22.0,8
Interest,0.0,2.0,2.0,2.0,3.0,2
Depreciation,5.0,6.0,8.0,11.0,12.0,10
Profit before tax,38.0,34.0,51.0,67.0,89.0,83
Tax %,25.0,28.0,30.0,30.0,20.0,
Net Profit,29.0,25.0,36.0,47.0,71.0,74
EPS in Rs,28550.0,12.12,14.97,19.57,29.81,31.07
