,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.94,116.99,-91.36,-4.84,-7.98,-9.8,-4.02,-5.41,-2.15,-2.01,18.52
Cash from Investing Activity,0.11,-96.97,71.6,-7.74,7.44,9.68,3.26,11.64,0.0,-12.01,-12.2
Cash from Financing Activity,0.0,0.0,5.02,-2.22,1.99,1.62,-0.75,-5.09,-0.12,13.86,-3.27
Net Cash Flow,1.05,20.02,-14.75,-14.8,1.45,1.51,-1.5,1.15,-2.27,-0.16,3.05
