,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.26,73.26,73.26,73.26,73.26,73.26,73.26
DIIs,0.0,1.58,1.58,0.0,0.0,0.0,0.0
Public,26.74,25.16,25.16,26.74,26.74,26.73,26.73
No. of Shareholders,223.0,238.0,254.0,292.0,227.0,235.0,268.0
