,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.0,3.0,12.0
Reserves,-0.06,0.08,0.08
Borrowings,0.0,14.2,4.51
Other Liabilities,0.48,2.9,9.55
Total Liabilities,7.48,20.18,26.14
Fixed Assets,2.87,5.03,4.68
CWIP,0.0,0.0,0.0
Investments,2.09,0.0,1.93
Other Assets,2.52,15.15,19.53
Total Assets,7.48,20.18,26.14
