,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,13.78,14.84,17.49,15.0,16.63,17.11,18.17,16.77,17.21,17.12,15.01,15.04,15.51
Expenses,13.94,14.17,16.21,14.7,16.06,16.53,18.0,16.78,17.11,16.09,15.0,14.76,15.28
Operating Profit,-0.16,0.67,1.28,0.3,0.57,0.58,0.17,-0.01,0.1,1.03,0.01,0.28,0.23
OPM %,-1.16,4.51,7.32,2.0,3.43,3.39,0.94,-0.06,0.58,6.02,0.07,1.86,1.48
Other Income,0.28,1.56,1.13,0.26,0.43,1.09,224.38,1.78,1.85,3.53,2.76,3.42,8.0
Interest,0.33,0.31,0.48,0.57,0.36,0.39,0.71,0.51,0.52,0.56,0.55,0.44,0.65
Depreciation,0.96,1.01,1.2,1.04,1.07,1.14,1.26,1.14,1.2,1.3,1.33,1.17,1.21
Profit before tax,-1.17,0.91,0.73,-1.05,-0.43,0.14,222.58,0.12,0.23,2.7,0.89,2.09,6.37
Tax %,-11.11,21.98,21.92,-17.14,-55.81,0.0,13.53,175.0,56.52,-24.81,58.43,13.88,13.19
Net Profit,-1.31,0.71,0.58,-1.24,-0.66,0.13,192.45,-0.08,0.11,3.37,0.36,1.8,5.54
EPS in Rs,-2.7,1.25,0.96,-2.09,-1.11,0.5,324.06,-0.22,0.12,5.67,0.61,3.03,9.32
