,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,57.35,57.35,57.35,57.35,57.35,67.33,67.33,67.33,67.33
FIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
DIIs,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03
Public,42.6,42.6,42.6,42.6,42.6,32.64,32.64,32.64,32.39
No. of Shareholders,9747.0,10094.0,9201.0,8914.0,8325.0,7851.0,7345.0,10011.0,9978.0
