,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,36,38,38,38,38,38,38,38,38,38,38,38,38
Reserves,485,588,658,691,815,998,1070,1164,1128,1361,1677,2198,2425
Borrowings,993,984,792,494,384,305,363,253,372,325,359,376,416
Other Liabilities,1319,1648,1510,1732,1680,2107,2805,3501,3116,3275,4533,5605,5456
Total Liabilities,2833,3258,2998,2956,2919,3448,4276,4957,4654,4999,6608,8218,8335
Fixed Assets,185,263,359,395,398,574,649,709,885,878,881,950,1005
CWIP,22,45,18,10,56,28,20,103,55,29,38,99,154
Investments,0,80,2,5,112,119,0,187,0,60,31,54,6
Other Assets,2627,2870,2620,2546,2352,2728,3608,3958,3714,4032,5657,7114,7170
Total Assets,2833,3258,2998,2956,2919,3448,4276,4957,4654,4999,6608,8218,8335
