,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,5.11,8.54,11.48,5.35,10.6,4.34,4.02,8.47,9.36,9.26,7.75,10.44,9.91
Expenses,5.52,8.36,10.99,5.16,10.54,4.06,3.65,8.18,8.98,8.88,7.31,10.11,9.71
Operating Profit,-0.41,0.18,0.49,0.19,0.06,0.28,0.37,0.29,0.38,0.38,0.44,0.33,0.2
OPM %,-8.02,2.11,4.27,3.55,0.57,6.45,9.2,3.42,4.06,4.1,5.68,3.16,2.02
Other Income,-0.0,-0.0,0.08,-0.0,0.17,0.15,0.28,0.01,-0.0,-0.0,0.04,0.01,-0.0
Interest,0.29,0.31,0.36,0.25,0.29,0.28,0.27,0.2,0.22,0.27,0.35,0.23,0.25
Depreciation,0.08,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
Profit before tax,-0.78,-0.24,0.11,-0.15,-0.15,0.06,0.29,0.01,0.07,0.02,0.04,0.02,-0.14
Tax %,-0.0,-0.0,-281.82,-0.0,-0.0,-0.0,-13.79,-0.0,-0.0,-0.0,100.0,-0.0,-0.0
Net Profit,-0.78,-0.24,0.41,-0.16,-0.15,0.06,0.32,0.02,0.07,0.02,-0.0,0.02,-0.14
EPS in Rs,-2.43,-0.75,1.28,-0.5,-0.47,0.19,1.0,0.06,0.22,0.06,-0.0,0.06,-0.44
