,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,5,5,5,5,5,5,5,5,5,5,5,5
Reserves,12,14,16,18,22,29,33,38,40,36,40,56,64
Borrowings,4,3,4,4,4,3,3,2,2,3,3,0,0
Other Liabilities,8,7,9,13,14,12,14,16,19,14,14,19,24
Total Liabilities,28,29,33,40,45,49,55,60,65,57,62,80,93
Fixed Assets,14,14,13,14,18,23,23,24,29,27,24,24,24
CWIP,0,1,0,0,0,0,0,0,0,0,0,0,1
Investments,5,5,5,5,5,8,16,18,20,14,17,20,19
Other Assets,9,10,15,21,22,18,16,19,17,16,21,36,50
Total Assets,28,29,33,40,45,49,55,60,65,57,62,80,93
