,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3.0,3.0,32.13,2.25,2.25,2.25,48.64,2.3,2.3,2.3,40.16,4.9,6.05
Expenses,0.08,0.08,41.92,0.13,0.11,0.59,54.12,0.29,0.36,0.51,45.12,0.43,0.88
Operating Profit,2.92,2.92,-9.79,2.12,2.14,1.66,-5.48,2.01,1.94,1.79,-4.96,4.47,5.17
OPM %,97.33,97.33,-30.47,94.22,95.11,73.78,-11.27,87.39,84.35,77.83,-12.35,91.22,85.45
Other Income,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,2.58,2.58,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Profit before tax,0.34,0.34,-12.32,2.12,2.14,1.66,-5.48,2.01,1.94,1.79,-4.96,4.47,5.17
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,-2.01,0.0,0.0,0.0,-3.43,25.06,25.15
Net Profit,0.34,0.33,-12.32,2.12,2.14,1.66,-5.6,2.01,1.94,1.79,-5.14,3.35,3.87
EPS in Rs,0.0,0.0,-0.12,0.02,0.02,0.02,-0.06,0.02,0.02,0.02,-0.05,0.03,0.04
