,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,67.19,56.01,56.03,56.8,56.81,56.81,51.0,51.0
FIIs,1.22,3.79,1.56,1.42,1.14,1.38,5.04,6.01
DIIs,1.13,13.75,9.91,6.32,3.51,3.39,3.0,5.08
Government,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
Public,30.46,26.32,32.51,35.46,38.53,38.42,40.94,37.89
No. of Shareholders,23089.0,58074.0,75740.0,76894.0,110447.0,171432.0,150065.0,153338.0
