,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.6,3.82,5.95,5.84,6.18,9.02,6.26,7.78,6.26,7.25,5.54,2.23,2.36
Expenses,3.62,2.77,7.14,8.12,8.08,8.04,7.12,7.1,5.71,6.52,5.73,3.12,3.1
Operating Profit,-1.02,1.05,-1.19,-2.28,-1.9,0.98,-0.86,0.68,0.55,0.73,-0.19,-0.89,-0.74
OPM %,-39.23,27.49,-20.0,-39.04,-30.74,10.86,-13.74,8.74,8.79,10.07,-3.43,-39.91,-31.36
Other Income,0.18,0.24,0.16,0.21,0.29,0.23,0.48,0.21,0.20,0.11,3.43,0.19,0.17
Interest,0.84,0.95,0.73,-0.13,1.6,0.89,0.19,0.26,0.27,0.26,0.38,0.51,0.55
Depreciation,0.5,0.51,0.55,0.48,0.42,0.45,0.45,0.48,0.48,0.49,0.13,0.31,0.34
Profit before tax,-2.18,-0.17,-2.31,-2.42,-3.63,-0.13,-1.02,0.15,0.00,0.09,2.73,-1.52,-1.46
Tax %,1.38,64.71,30.3,2.48,0.55,46.15,20.59,-46.67,,-33.33,8.42,-15.13,16.44
Net Profit,-2.15,-0.05,-1.61,-2.37,-3.61,-0.07,-0.81,0.23,0.08,0.12,2.5,-1.75,-1.22
EPS in Rs,-0.25,-0.01,-0.19,-0.27,-0.42,-0.01,-0.09,0.03,0.01,0.01,0.29,-0.2,-0.14
