,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,41.71,42.05,42.05,42.06,42.06,42.06,42.27,42.27
FIIs,0.0,1.11,1.11,1.11,1.11,1.11,1.11,1.11
Public,58.28,56.83,56.83,56.83,56.83,56.83,56.62,56.62
No. of Shareholders,4824.0,4792.0,4687.0,4665.0,4658.0,4737.0,4808.0,4819.0
