,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11,11,11,13,15,15,15,15,15,15,15,15,15
Reserves,144,194,263,342,540,607,684,805,936,890,1029,1260,1353
Borrowings,117,165,209,271,251,211,298,380,523,515,531,477,459
Other Liabilities,300,396,473,422,499,530,588,728,865,850,1023,1302,1273
Total Liabilities,572,765,956,1048,1305,1363,1585,1927,2339,2270,2597,3054,3101
Fixed Assets,170,170,178,183,198,206,203,190,188,175,180,189,188
CWIP,4,7,7,17,22,12,6,3,3,5,2,3,4
Investments,0,0,0,0,0,1,0,31,33,41,39,36,34
Other Assets,399,588,771,848,1085,1143,1376,1702,2116,2049,2375,2827,2875
Total Assets,572,765,956,1048,1305,1363,1585,1927,2339,2270,2597,3054,3101
