,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,51.31,56.29,55.43,35.13,46.09,54.98,54.63,71.22,75.16,71.74,84.22,75.86,83.29
Expenses,53.42,53.21,49.34,35.98,44.48,52.54,53.28,67.29,71.17,68.64,79.42,71.61,79.83
Operating Profit,-2.11,3.08,6.09,-0.85,1.61,2.44,1.35,3.93,3.99,3.1,4.8,4.25,3.46
OPM %,-4.11,5.47,10.99,-2.42,3.49,4.44,2.47,5.52,5.31,4.32,5.7,5.6,4.15
Other Income,0.49,0.58,8.8,0.3,0.31,0.28,1.35,0.18,0.49,0.22,1.26,0.19,0.21
Interest,2.51,2.8,2.64,1.91,2.71,2.02,1.84,1.71,1.77,1.45,1.74,1.8,1.79
Depreciation,0.8,0.84,0.84,0.68,0.68,0.69,0.78,0.84,0.84,0.85,0.85,0.88,0.89
Profit before tax,-4.93,0.02,11.41,-3.14,-1.47,0.01,0.08,1.56,1.87,1.02,3.47,1.76,0.99
Tax %,25.15,-650.0,18.05,27.71,17.01,-7600.0,4587.5,31.41,36.9,29.41,34.87,26.7,34.34
Net Profit,-3.7,0.15,9.35,-2.27,-1.21,0.77,-3.59,1.06,1.19,0.72,2.26,1.28,0.65
EPS in Rs,-5.73,0.23,14.47,-3.51,-1.87,1.19,-5.56,1.64,1.59,0.96,2.91,1.65,0.84
