,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.93,1.02,0.96,1.01,1.33,1.11,0.85,0.82,0.96,0.89,0.71,0.91,1.11
Expenses,0.82,0.54,0.64,0.65,0.76,0.55,0.71,0.66,0.51,0.55,0.7,0.69,0.59
Operating Profit,0.11,0.48,0.32,0.36,0.57,0.56,0.14,0.16,0.45,0.34,0.01,0.22,0.52
OPM %,11.83,47.06,33.33,35.64,42.86,50.45,16.47,19.51,46.88,38.2,1.41,24.18,46.85
Other Income,0.02,-0.61,0.23,0.02,0.02,0.09,0.26,0.03,0.04,-0.4,0.18,0.02,0.02
Interest,0.01,0.0,0.07,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.03,0.0,0.0
Depreciation,0.02,0.02,0.02,0.02,0.03,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02
Profit before tax,0.1,-0.15,0.46,0.36,0.55,0.59,0.34,0.16,0.46,-0.09,0.14,0.22,0.52
Tax %,0.0,0.0,19.57,0.0,0.0,22.03,23.53,0.0,15.22,-66.67,28.57,0.0,0.0
Net Profit,0.09,-0.15,0.36,0.36,0.55,0.47,0.26,0.17,0.39,-0.14,0.09,0.22,0.52
EPS in Rs,0.03,-0.05,0.12,0.12,0.19,0.16,0.09,0.06,0.13,-0.05,0.03,0.07,0.18
