,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.01,-2.24,0.41,-1.17
Cash from Investing Activity,0.03,0.0,-0.18,-0.01
Cash from Financing Activity,0.01,2.24,-0.23,1.24
Net Cash Flow,0.04,0.0,0.0,0.07
