,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.0,1.4,1.4,1.4,1.4
Reserves,2.33,3.6,4.0,4.79,6.28
Borrowings,0.0,0.71,0.54,1.86,1.4
Other Liabilities,0.92,0.41,1.07,3.86,8.8
Total Liabilities,4.25,6.12,7.01,11.91,17.88
Fixed Assets,0.04,0.04,0.03,0.02,0.03
CWIP,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.01,0.01,0.01
Other Assets,4.21,6.08,6.97,11.88,17.84
Total Assets,4.25,6.12,7.01,11.91,17.88
