,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,0,0,0,5,7,7,7,7,7,11,11
Reserves,0,0,0,0,0,4,8,9,9,18,27,31,38
Borrowings,0,0,0,0,0,3,0,0,0,0,0,0,0
Other Liabilities,0,0,0,0,0,0,0,0,1,1,3,4,4
Total Liabilities,0,0,0,0,0,11,15,16,16,26,37,46,53
Fixed Assets,0,0,0,0,0,0,0,0,0,0,0,0,0
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,8,12,15,16,26,32,39,39
Other Assets,0,0,0,0,0,3,3,0,1,0,5,7,14
Total Assets,0,0,0,0,0,11,15,16,16,26,37,46,53
