,2022-03-01,2023-03-01,2023-09-01
Promoters,87.94,87.94,87.94
FIIs,2.01,1.27,0.63
DIIs,0.41,0.11,0.06
Public,9.64,10.68,11.36
No. of Shareholders,802280.0,1132258.0,1153748.0
