,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.94,70.94,74.1,73.69,73.3,73.3
Public,29.06,29.06,25.9,26.31,26.7,26.71
No. of Shareholders,184.0,175.0,1155.0,9330.0,9918.0,13671.0
