,2006-03-01,2007-03-01,2008-03-01,2009-03-01,2010-03-01,2011-03-01,2012-03-01,2013-03-01,2014-03-01,2023-03-01
Cash from Operating Activity,2,-4,9,-4,-20,18,22,-17,9,78
Cash from Investing Activity,-4,-5,-4,0,-9,-7,-4,-2,-2,-109
Cash from Financing Activity,3,10,-5,12,21,-7,-13,20,-13,30
Net Cash Flow,1,0,1,8,-8,3,4,1,-6,0
