,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,301.14,374.2,436.83,324.94,396.83
Expenses,283.59,355.78,413.52,312.59,381.04
Operating Profit,17.55,18.42,23.31,12.35,15.79
OPM %,5.83,4.92,5.34,3.8,3.98
Other Income,1.4,0.23,30.3,1.15,1.1
Interest,0.94,1.16,3.21,3.77,4.75
Depreciation,2.44,2.64,3.87,3.47,3.36
Profit before tax,15.57,14.85,46.53,6.26,8.78
Tax %,24.47,27.14,10.94,34.35,35.19
Net Profit,11.76,10.83,41.43,4.1,5.69
EPS in Rs,10.12,9.32,35.64,3.53,4.89
