,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,28,28,28,28,28,93,93
Reserves,42,55,66,85,131,221,514
Borrowings,110,124,122,111,177,250,321
Other Liabilities,36,34,92,107,163,261,296
Total Liabilities,216,240,309,331,498,825,1256
Fixed Assets,51,53,55,55,81,135,162
CWIP,0,0,0,0,0,6,5
Investments,9,1,0,0,1,1,2
Other Assets,157,187,254,275,415,684,1088
Total Assets,216,240,309,331,498,825,1256
