,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,76.0,50,91,75,54,62
Inventory Days,59.0,245,360,268,235,323
Days Payable,37.0,79,277,239,157,213
Cash Conversion Cycle,98.0,216,173,104,132,172
Working Capital Days,96.0,117,131,103,99,108
ROCE %,,18,17,20,30,34
