,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,16,12,38,35,-3,-8
Cash from Investing Activity,-10,-3,-9,-5,-30,-98
Cash from Financing Activity,-7,-10,-25,-29,42,108
Net Cash Flow,0,-1,3,1,9,2
