,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,65.52,65.52,65.52,65.52,65.52,65.52,65.52
FIIs,6.26,5.6,4.57,3.18,0.63,0.06,0.01
DIIs,8.01,7.46,7.31,6.28,5.27,5.27,5.27
Public,19.19,20.4,21.57,24.11,27.83,28.4,28.43
Others,1.01,1.01,1.01,0.91,0.75,0.75,0.75
No. of Shareholders,128788.0,120776.0,115547.0,113002.0,111310.0,108075.0,106872.0
