,2022-03-01,2023-03-01,2023-09-01
Promoters,65.52,65.52,65.52
FIIs,6.26,0.63,0.01
DIIs,8.01,5.27,5.27
Public,19.19,27.83,28.43
Others,1.01,0.75,0.75
No. of Shareholders,128788.0,111310.0,106872.0
