,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,65.28,65.41,65.81,66.42,66.64,66.64,66.73,66.73
FIIs,0.04,0.33,0.39,0.24,0.24,0.33,0.02,0.0
DIIs,0.07,0.03,0.04,0.0,0.0,0.0,0.0,0.0
Public,34.62,34.23,33.77,33.34,33.12,33.04,33.25,33.27
No. of Shareholders,6437.0,6412.0,6696.0,6405.0,7286.0,13406.0,11071.0,10391.0
