,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,27,57,8,0,30
Cash from Investing Activity,-3,-16,-60,-28,-77
Cash from Financing Activity,-24,-39,50,28,47
Net Cash Flow,0,2,-2,0,0
