,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,224,224,224,17,17
Reserves,149,115,80,679,679
Borrowings,152,168,191,114,100
Other Liabilities,35,28,32,33,32
Total Liabilities,560,535,527,843,829
Fixed Assets,518,502,494,666,662
CWIP,0,0,0,0,0
Investments,4,1,3,72,35
Other Assets,38,32,30,106,132
Total Assets,560,535,527,843,829
