,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,28,1,2,27
Cash from Investing Activity,-6,0,-9,20
Cash from Financing Activity,-22,0,7,-27
Net Cash Flow,0,0,0,21
