,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,33.0,87,54,26
Inventory Days,39.0,159,134,21
Days Payable,283.0,789,156,82
Cash Conversion Cycle,-210.0,-542,32,-34
Working Capital Days,-126.0,-498,-174,-48
ROCE %,,-3,-4,2
