,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Reserves,13.52,13.33,10.28,7.91,4.51,2.72,1.15,-59.49,-60.64,-61.42,-62.29,-63.79,-64.28
Borrowings,37.26,40.92,43.83,47.38,49.21,51.55,53.77,0.0,56.28,56.94,58.01,58.08,58.58
Other Liabilities,7.05,4.21,3.93,2.88,2.71,1.19,0.51,55.58,0.44,0.54,0.32,0.76,0.74
Total Liabilities,62.83,63.46,63.04,63.17,61.43,60.46,60.43,1.09,1.08,1.06,1.04,0.05,0.04
Fixed Assets,0.79,0.72,0.67,0.37,0.33,0.31,0.3,0.29,0.28,0.27,0.27,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,1.59,0.27,0.12,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0
Other Assets,60.45,62.47,62.25,62.78,61.08,60.13,60.11,0.78,0.78,0.77,0.77,0.05,0.04
Total Assets,62.83,63.46,63.04,63.17,61.43,60.46,60.43,1.09,1.08,1.06,1.04,0.05,0.04
