,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,1.49,1.7,10.46,28.37
Expenses,1.42,1.38,9.54,26.99
Operating Profit,0.07,0.32,0.92,1.38
OPM %,4.7,18.82,8.8,4.86
Other Income,0.01,0.02,0.05,0.03
Interest,0.06,0.23,0.22,0.63
Depreciation,0.01,0.01,0.02,0.02
Profit before tax,0.01,0.1,0.73,0.76
Tax %,0.0,30.0,27.4,18.42
Net Profit,0.0,0.07,0.54,0.62
EPS in Rs,0.0,0.04,0.29,0.28
