,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,18.32,18.32,22.53,22.53
Reserves,0.06,7.63,8.18,47.99,0.0
Borrowings,1.22,0.97,1.42,3.41,4.53
Other Liabilities,0.29,0.94,4.5,1.09,0.77
Total Liabilities,1.58,27.86,32.42,75.02,76.1
Fixed Assets,0.03,22.54,22.55,22.71,23.74
CWIP,0.0,0.0,0.0,0.17,0.0
Investments,0.01,0.01,0.01,30.88,33.53
Other Assets,1.54,5.31,9.86,21.26,18.83
Total Assets,1.58,27.86,32.42,75.02,76.1
