,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,61.03,61.33,61.33,57.26,57.26,57.26
FIIs,0.0,0.06,0.67,2.4,2.26,2.8
DIIs,0.0,0.01,0.0,3.4,3.46,3.27
Public,38.97,38.6,38.0,36.94,37.02,36.69
No. of Shareholders,346.0,386.0,698.0,4096.0,6367.0,6712.0
