,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,46.98,64.95,61.05,61.6,71.14,68.73,77.64,72.97,80.71,95.38,101.74,111.56,117.73
Expenses,36.31,53.58,53.56,52.35,61.85,59.88,66.1,60.36,68.57,80.17,85.26,92.92,99.24
Operating Profit,10.67,11.37,7.49,9.25,9.29,8.85,11.54,12.61,12.14,15.21,16.48,18.64,18.49
OPM %,22.71,17.51,12.27,15.02,13.06,12.88,14.86,17.28,15.04,15.95,16.2,16.71,15.71
Other Income,1.61,1.48,2.49,1.09,2.65,2.98,1.52,0.66,0.95,1.22,3.3,3.19,2.1
Interest,4.19,2.52,2.27,0.99,1.75,1.53,1.5,1.84,2.07,2.34,2.41,2.38,5.1
Depreciation,2.03,2.1,2.07,1.8,1.96,2.06,2.07,1.85,2.63,3.13,3.24,2.99,3.28
Profit before tax,6.06,8.23,5.64,7.55,8.23,8.24,9.49,9.58,8.39,10.96,14.13,16.46,12.21
Tax %,28.38,36.09,42.02,29.27,23.69,30.83,28.13,29.33,30.27,34.67,29.3,29.83,29.57
Net Profit,4.35,5.26,3.26,5.34,6.27,5.71,6.82,6.77,5.85,7.16,10.0,11.55,8.61
EPS in Rs,3.91,4.73,2.93,4.8,5.26,4.79,5.72,5.68,4.91,6.01,8.39,9.69,7.22
