,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3.85,4.01,3.75,4.97,5.29,4.63,5.08,5.63,5.36,4.77,5.47,5.85,6.98
Expenses,2.83,2.47,2.36,3.46,2.88,2.72,3.31,5.04,2.98,3.0,4.53,4.53,4.26
Operating Profit,1.02,1.54,1.39,1.51,2.41,1.91,1.77,0.59,2.38,1.77,0.94,1.32,2.72
OPM %,26.49,38.4,37.07,30.38,45.56,41.25,34.84,10.48,44.4,37.11,17.18,22.56,38.97
Other Income,0.0,0.04,-0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
Interest,0.01,0.01,0.01,0.01,0.02,0.07,0.07,0.06,0.07,0.06,0.16,0.06,0.08
Depreciation,0.15,0.13,0.16,0.14,0.16,0.17,0.08,0.09,0.09,0.12,0.12,0.12,0.13
Profit before tax,0.86,1.44,1.2,1.36,2.23,1.67,1.62,0.44,2.23,1.59,0.66,1.14,2.51
Tax %,29.07,15.97,10.0,9.56,21.08,26.35,25.93,50.0,43.05,23.9,40.91,24.56,22.31
Net Profit,0.6,1.21,1.08,1.23,1.75,1.24,1.21,0.22,1.27,1.22,0.39,0.85,1.95
EPS in Rs,0.88,1.78,1.59,1.81,2.57,1.82,1.78,0.32,1.87,1.79,0.57,1.25,2.86
