,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,69.91,69.91,69.91,69.91,69.91,69.92,69.92
FIIs,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Public,30.09,30.07,30.09,30.09,30.09,30.08,30.09
No. of Shareholders,1992.0,376.0,352.0,435.0,456.0,469.0,498.0
