,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,69.91,69.91,69.91,69.91,69.91,69.91,69.91,69.92,69.92,69.92,69.92,69.92
Public,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.08,30.09,30.08,30.08,30.09
No. of Shareholders,407.0,435.0,436.0,436.0,448.0,456.0,451.0,452.0,473.0,469.0,469.0,498.0
