,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,76.0,82,92,92,91,105
Inventory Days,3.0,1,7,,,
Days Payable,126.0,96,291,,,
Cash Conversion Cycle,-48.0,-13,-192,92,91,105
Working Capital Days,60.0,73,66,98,87,93
ROCE %,,21,11,6,9,12
