,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,69.99,69.99,61.22,61.22,61.22,61.22
FIIs,0.0,0.0,0.0,0.0,0.18,4.35
DIIs,16.95,18.2,24.6,24.18,24.0,8.39
Public,13.05,11.81,14.17,14.58,14.59,26.03
No. of Shareholders,363.0,302.0,276.0,262.0,271.0,2346.0
