,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,68.51,131.83,152.97,76.59,56.25
Inventory Days,83.95,9.58,15.68,51.15,50.06
Days Payable,125.26,122.76,161.49,95.14,88.68
Cash Conversion Cycle,27.2,18.65,7.16,32.6,17.63
Working Capital Days,36.97,32.57,27.06,53.39,29.33
ROCE %,,2.13,3.57,6.24,5.52
