,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,42.41,47.29,52.51,49.86,58.12,58.52,62.18,62.44,67.24,68.83,72.09,69.1,78.42
Expenses,37.5,41.46,45.82,43.46,51.28,51.46,55.67,55.42,59.85,61.25,64.42,61.47,69.69
Operating Profit,4.91,5.83,6.69,6.4,6.84,7.06,6.51,7.02,7.39,7.58,7.67,7.63,8.73
OPM %,11.58,12.33,12.74,12.84,11.77,12.06,10.47,11.24,10.99,11.01,10.64,11.04,11.13
Other Income,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,1.2,0.02,0.02,0.01
Interest,1.43,1.32,1.26,1.17,1.11,1.07,1.16,1.23,1.26,1.26,1.23,1.26,1.45
Depreciation,0.88,0.9,0.91,1.08,0.98,1.12,1.43,1.36,1.39,1.39,1.34,1.49,1.57
Profit before tax,2.6,3.61,4.52,4.17,4.77,4.89,3.94,4.45,4.76,6.13,5.12,4.9,5.72
Tax %,28.08,27.98,28.1,26.86,23.9,25.15,25.38,25.17,19.12,17.94,25.59,25.51,25.52
Net Profit,1.88,2.6,3.26,3.05,3.64,3.66,2.95,3.33,3.85,5.04,3.81,3.65,4.26
EPS in Rs,0.24,0.33,0.42,0.39,0.47,0.47,0.38,0.43,0.49,0.65,0.49,0.47,0.55
