,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,16.37,19.67,16.02,11.63,10.25,15.17,12.56,5.36,0.00,0.00,-0.23,0.00,0.38
Expenses,16.12,19.14,15.73,12.09,10.29,14.56,13.06,5.82,0.58,0.41,0.77,0.48,0.48
Operating Profit,0.25,0.53,0.29,-0.46,-0.04,0.61,-0.5,-0.46,-0.58,-0.41,-1.0,-0.48,-0.10
OPM %,1.53,2.69,1.81,-3.96,-0.39,4.02,-3.98,-8.58,,,-10000.0,,-26.32
Other Income,0.22,0.36,0.42,0.33,0.24,0.24,0.24,0.24,0.19,0.17,1.53,0.88,0.53
Interest,0.27,0.21,0.24,0.33,0.27,0.27,0.4,0.23,0.11,0.07,0.07,0.06,0.04
Depreciation,0.04,0.03,0.03,0.03,0.04,0.04,0.05,0.05,0.05,0.05,0.03,0.03,0.04
Profit before tax,0.16,0.65,0.44,-0.49,-0.11,0.54,-0.71,-0.5,-0.55,-0.36,0.43,0.31,0.35
Tax %,25.0,30.77,31.82,30.61,27.27,12.96,12.68,28.0,21.82,27.78,30.23,38.71,
Net Profit,0.12,0.44,0.3,-0.34,-0.08,0.47,-0.62,-0.35,-0.43,-0.25,0.3,0.19,0.24
EPS in Rs,1.41,5.18,3.53,-4.0,-0.94,5.53,-7.29,-4.12,-5.06,-2.94,3.53,2.24,2.82
