,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.39,1.06,0.78,0.65,0.83,0.82,0.64,0.6,0.6,0.58,0.69,0.76,0.75
Expenses,-0.01,0.06,0.27,0.18,0.01,0.12,0.14,0.23,0.19,0.25,0.21,0.37,0.26
Operating Profit,0.4,1.0,0.51,0.47,0.82,0.7,0.5,0.37,0.41,0.33,0.48,0.39,0.49
OPM %,102.56,94.34,65.38,72.31,98.8,85.37,78.12,61.67,68.33,56.9,69.57,51.32,65.33
Other Income,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.0
Interest,0.2,0.2,0.19,0.19,0.2,0.19,0.11,0.06,0.09,0.08,0.08,0.08,0.09
Depreciation,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.09,0.14,0.06,0.11,0.13,0.14
Profit before tax,0.2,0.8,0.34,0.28,0.6,0.47,0.34,0.22,0.18,0.19,0.29,0.21,0.26
Tax %,25.0,25.0,0.0,25.0,25.0,23.4,8.82,27.27,27.78,21.05,37.93,33.33,23.08
Net Profit,0.15,0.6,0.34,0.21,0.45,0.35,0.31,0.16,0.13,0.15,0.17,0.15,0.2
EPS in Rs,0.01,0.05,0.03,0.02,0.04,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.02
