,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,0,17,-19,46
Cash from Investing Activity,0,-9,-13,-11,-25
Cash from Financing Activity,0,8,1,27,-21
Net Cash Flow,0,-1,4,-3,0
