,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15,15,15,15,15,15
Reserves,54,58,67,85,92,95
Borrowings,67,78,90,117,109,99
Other Liabilities,28,29,27,83,70,74
Total Liabilities,164,180,199,300,286,283
Fixed Assets,60,51,55,56,74,71
CWIP,0,3,0,5,0,0
Investments,0,0,0,0,0,0
Other Assets,104,126,144,240,212,211
Total Assets,164,180,199,300,286,283
