,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,7.35,18.19,20.3,24.03,30.88
Expenses,8.56,15.93,19.79,22.46,29.84
Operating Profit,-1.21,2.26,0.51,1.57,1.04
OPM %,-16.46,12.42,2.51,6.53,3.37
Other Income,2.53,-4.65,0.27,0.11,0.19
Interest,1.2,1.12,1.0,0.89,0.94
Depreciation,0.02,0.02,0.02,0.02,0.02
Profit before tax,0.1,-3.53,-0.24,0.77,0.27
Tax %,30.0,-4.53,0.0,22.08,25.93
Net Profit,0.07,-3.7,-0.24,0.6,0.2
EPS in Rs,0.14,-7.49,-0.35,0.87,0.29
