,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,80,27,65,20
Cash from Investing Activity,-72,-49,-253,-166
Cash from Financing Activity,-23,23,208,128
Net Cash Flow,-15,1,20,-18
