,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,889.0,751.0,1021.0,1180.0,1107
Expenses,777.0,666.0,907.0,1052.0,990
Operating Profit,112.0,85.0,114.0,128.0,117
OPM %,13.0,11.0,11.0,11.0,11
Other Income,7.0,9.0,7.0,13.0,17
Interest,8.0,9.0,10.0,17.0,34
Depreciation,28.0,27.0,28.0,29.0,40
Profit before tax,83.0,58.0,83.0,95.0,59
Tax %,24.0,25.0,25.0,27.0,
Net Profit,64.0,44.0,62.0,69.0,43
EPS in Rs,29.17,19.94,28.39,31.82,19.58
